LTE.ID,Site.ID,Code,Year.start,Year.end,Number of sites,Notes,Treatments,Version,DOI,Available in Saito,Latitude,Longitude
LTE0180,"JKUAT, Thika, Cambisol..JKUAT, Thika, Vertisol",AC0033,2011,2016,NA,NA,"(1) F. albida and maize, (2) C. africana and maize, (3) mixed stand of V. seyal, V. xanthophloea, C. africana, F. albida and G. robusta with maize and (4) control experiment of sole maize.",NA,10.1080/14728028.2019.1685410,NA,NA,NA
LTE0181,Bako Agricultural Research Center,CJ0007,2013,2019,NA,multiple LTEs,"(1) tree alone in monoculture (cordia, grevillea, croton, and acacia), (2) Tree alone in the four mixed species (3) crop alone (4) monoculture tree ? crop, and (5) mix of tree species ? crops. In the tree ? crop treatments, teff (Eragrostis tef), maize (Zea mays) and finger millet (Eleusine coracana) were intercropped with the trees.",NA,10.1007/s10457-021-00596-9,NA,9.1,37.15
LTE0188,Bishola,CJ0007,2013,2019,NA,multiple LTEs,"(1) tree ? crop, (2) mix of trees ? crop and (3) crop alone. The tree species included Faidherbia albida, Moringa stenopetala, Acacia nilotica and Cordia africana.",NA,10.1007/s10457-021-00596-9,NA,8.4,39.03333
LTE0182,"IDESSA, Institut des Savanes",CJ0062,1971,1993,NA,NA,12 treatments. The two studied factors were additions of compost (C0: 0tha 1 yr 1; C1: 40tha 1 yr 1) and mineral nitrogen (N0: 0kgNha 1 yr 1; N1: 40kgNha 1 yr 1; N2: 80kg Nha 1 yr 1; N3: 120kgNha 1 yr 1; N4: 160kgNha 1 yr 1; and N5: 200kgNha 1 yr 1).,NA,10.1016/j.fcr.2021.108335,NA,6.1333,-5.93333
LTE0183,"INERA, Saria",JO0099,1960,2008,NA,NA,"The fertility treatments were as follows: 1) unfertilized control taken from soil near fenceposts at the site (Control), 2) fertilizer alone with 14 kg N ha_1, 23 kg P ha_1, and 14 kg K ha_1 (NPK 14-23-14) that were broadcast two weeks after sowing, followed by 23 kg N ha_1 broadcast as urea applied 30 days after sowing in the continuous sorghum system only (Fert), 3) fertilizer with biennial sorghum straw application (Fert + Residue), with the rate of straw being the amount produced the previous year, which was approximately 4800 kg ha_1 based on average straw yields during the experiment, 4) fertilizer with a low farmyard manure rate treatment of 5000 kg ha_1 (Fert + LM) applied every 2 years, 5) fertilizer with additional N and K (Fert + NK); with 23 kg N ha_1 as urea for the continuous system only, and an application of 30 kg K ha_1 for both cropping systems, both broadcast 60 days after sowing, and 6) Fert + NK treatment with a high farmyard manure rate of 40,000 kg ha_1 (Fert + NK + HM) applied every 2 year",NA,10.1016/j.geoderma.2020.114207,NA,12.2778,-2.1551
LTE0184,Domboshava,JO0038,2013,2021,NA,multiple sites,"conventional tillage, conventional tillage with rotation, no-tillage, no-tillage with mulch, no-tillage with rotation, no-tillage with mulch and rotation",NA,10.1016/j.agee.2022.108207,NA,-18.16667,31.16667
LTE0184,University of Zimbabwe Farm,JO0038,2013,2021,NA,multiple sites,"conventional tillage, conventional tillage with rotation, no-tillage, no-tillage with mulch, no-tillage with rotation, no-tillage with mulch and rotation",NA,10.1016/j.agee.2022.108207,NA,-17.7242,31.0199
LTE0186,Langgewens Research Farm,AF0003,2007,2021,NA,NA,"CT: chisel plough followed by soil inversion/ploughing, tine planter establishment), minimum tillage (MT: chisel plough, tine planter establishment), no-tillage (NT: direct drilling with tine planter) and zero tillage (ZT: direct drilling with double disc planter). Crop rotation",NA,10.1080/02571862.2022.2160881,NA,-33.2768,18.70435
LTE0186,Tygerhoek research farm,AF0003,2007,2021,NA,NA,"CT: chisel plough followed by soil inversion/ploughing, tine planter establishment), minimum tillage (MT: chisel plough, tine planter establishment), no-tillage (NT: direct drilling with tine planter) and zero tillage (ZT: direct drilling with double disc planter). Crop rotation",NA,10.1080/02571862.2022.2160881,NA,-34.1586,19.91
LTE0187,Nyabeda farm,NN0455,2006,2015,NA,multiple sites,"bare fallow (Fal), unfertilised crop (UC) and fertilised crop (FC) and with the biochar (BC) addition as a split-plot treatment in all plots",NA,10.1016/j.fcr.2019.02.015,NA,0.1308,34.40306
LTE0187,Kibugu,NN0455,2006,2015,NA,multiple sites,"bare fallow (Fal), unfertilised crop (UC) and fertilised crop (FC) and with the biochar (BC) addition as a split-plot treatment in all plots",NA,10.1016/j.fcr.2019.02.015,NA,-0.5,37.5
LTE0187,Siaya,NN0455,2006,2015,NA,multiple sites,"bare fallow (Fal), unfertilised crop (UC) and fertilised crop (FC) and with the biochar (BC) addition as a split-plot treatment in all plots",NA,10.1016/j.fcr.2019.02.015,NA,0.1336,34.405
LTE0189,"ICARDA, Merchouch",CJ0195,2014,2019,NA,NA,"four major food crops barley (Hordeum vulgare L), chickpea (Cicer arietinum L.), lentil (Lens culinaris, Medik.), and wheat (Triticum aestivum L.) under CA and CT practice in a cerealÐlegume rotation. Tillage treatment was fixed, and the four crops were planted in a chain rotation of wheat Ð chickpea Ð barley Ð lentil",NA,10.1016/j.agsy.2022.103470,NA,33.6071,-6.7149
LTE0190,"ICRISAT, Sadore",CJ0171,2008,2018,NA,NA,"The treatments consisted of factorial combination of two plant spacingsÑD1, 10,000 pockets ha_1 and D2, 15,000 pockets ha_1Ñwith three levels of fertilization: (a) control (without fertilizer), (b) 2 g of diammonium phosphate plus 1 g of urea per pocket (corresponding to 8.2 kg N ha_1 plus 4.02 kg Pha_1 for D1 and 12.3 kg N ha_1 plus 6.03 kg P ha_1 for D2), and (c) 6 g of 15Ð15Ð15 (NÐPÐK) per planting hole (corresponding to 9 kg N ha_1 plus 3.93 kg P ha_1 plus 7.47 kg K ha_1 for D1 and 13.5 kg N ha_1 plus 5.9 kg Pha_1 plus 11.21 kg K ha_1 for D2).",NA,10.1002/agj2.21129,NA,13.2343,2.284
LTE0191,Chitedze ARS,NN0524,2005,2017,NA,Seems to be linked to JO0038 but not the same sites and no mention of links between experience what so ever. Exact same treatments though,"CP (conventional control plot),NT (no-tillage, crop residue mulching and maize monoculture),CArot (no-tillage, crop residue retention and crop rotation),CAint (no-tillage, crop residue retention and intercropping)",NA,10.1016/j.agee.2018.07.009,NA,-13.97375,33.65276
LTE0192,"ICRISAT, Sadore",NM0123,1986,2019,NA,WORKING FOLDER EIA,"The traditional pearl millet/cowpea intercropping system (Tr-M/C) without fertilizer was compared with four improved cropping systems receiving 13kgP/ha: sole millet (MM), millet/cowpea intercrop (M/C), millet-cowpea rotation (M-C), and millet/cowpea intercrop and rotation with cowpea (M/C-C)",NA,10.1016/j.agee.2022.107992,NA,13.2343,2.284
LTE0193,Bahtim Agricultural Research Station,JO0191,1912,2019,NA,NA,"1. Crop rotations as follows: a. One-year rotation (mono-cropping, MC) Ð cotton every year b. Two-year rotation (2Y-R) Ð cotton in the first year followed by wheat and maize in the following year, then cotton c. Three-year rotation (3Y-R) Ð cotton in the first year, followed by wheat and maize in the subsequent 2 years then cotton 2. Type of fertilizers as follows: a. Control C b. Mineral fertilization (Nitrogen N; Nitrogen and Phosphorous NP; Nitrogen, Phosphorous, and Potassium NPK) c. Organic/Mineral fertilization (Farmyard manure FYM and mineral NPK) d. Organic fertilization (FYM)",NA,10.1080/00103624.2020.1784915,NA,30.139,31.266
LTE0194,"Regional Agricultural Research Station, Parwanipur, Nepal.",SA0001,1978,1998,NA,NA,"(i) Treatment 1, control (no added nutrients); (ii) Treatment 2, N only; (iii) Treatment 3, N and P (NP); (iv) Treatment 4, N and K (NK); (v) Treatment 5, N,  P, and K (NPK); and (vi) Treatment 6, farmyard manure (FYM) only",NA,10.2136/sssaj2002.8570,NA,27.07,84.929
LTE0195,"Indian Agricultural Research Institute, New Delhi",SA0017,2003,2012,NA,NA,6 fert treatments,NA,https://ojs.pphouse.org/index.php/IJBSM/article/view/678,NA,28.6378,77.1604
LTE0196,"ICRISAT, Sadore",AF0005,2008,2017,NA,NA,"(control, 3g of NPK, 6g of NPK and 2g of DAP + 1 g of Urea), (ii) two genotypes of pearl millet (Sador local and HKP variety), (iii) three planting densities (Density 1= 5000 hills/ ha); spacing = 1.5 m x1 m; Density2 = 10 000 hills/ ha); spacing = 1 m x 1 m and Density 3 = 15 000 hills/ ha); spacing = 0.8 m x 0.8 m).",NA,10.18393/ejss.642212,NA,13.2343,2.284
LTE0197,NWRP Bhairahawa,SA0003,1978,1998,NA,NA,"(i) Treatment 1, control (no added nutrients); (ii) Treatment 2, N only; (iii) Treatment 3, N and P (NP); (iv) Treatment 4, N and K (NK); (v) Treatment 5, N,  P, and K (NPK); and (vi) Treatment 6, farmyard manure (FYM) only",NA,https://www.researchgate.net/publication/316049179_Effect_of_Long_Term_Application_of_Inorganic_and_Organic_Fertilizers_under_Rice-Rice-Wheat_System_in_Bhairahawa_Nepal,NA,27.531,83.4577
LTE0198,"Punjab Agricultural University (PAU), Ludhiana.",SA0005,1983,1998,NA,NA,11 fertilizers treatments,NA,10.2136/sssaj2002.1620a,NA,30.9042,75.8064
LTE0198,"Punjab Agricultural University (PAU), Ludhiana.",SA0051,1988,2000,NA,NA,"T1-Control, 0N; T2-Urea-N, 150 kg N ha1; T3-GM  urea-N (Total N additions in T3, T5, and T6 were adjusted to 150 kg N ha1 with urea); T4-WS  urea-N; T5-WS  GM  urea-N; T6-FYM  urea-N; T7-FYM  GM (No inorganic N was applied to T7).",NA,10.2136/sssaj2004.8450,NA,30.9042,75.8064
LTE0199,Vivekananda Institute of Hill Agriculture,SA0004,1973,2003,NA,NA,"(unfertilized control); 20 kg ha_1 of N + 35.2 kg ha_1 of P (NP); 20 kg ha_1 of N + 33.2 kg ha_1 of K (NK); 20 kg ha_1 of N + 35.2 kg ha_1 of P + 33.2 kg ha_1 of K (NPK), 20 kg ha_1 of N + FYM at 10 Mg ha_1 (N + FYM); and NPK + FYM at 10 Mg ha_1 (NPK + FYM)",NA,10.1007/s00374-006-0102-9,NA,29.6085,79.65188
LTE0200,"Indian Institute of Farming Systems Research (IIFSR), Modipuram",SA0006,1993,2011,NA,NA,"farmyard manure (FYM), sulfitation pressmud (SPM), green gram (Vigna radiata L.) residues (GR) and cereal (i.e. rice or wheat) residues (CR), as well as an unfertilised control.",NA,10.1071/SR16097,NA,29.0768,77.704873
LTE0201,Bangladesh Agricultural Research Institute (BARI),SA0011,2008,2012,NA,NA,"(ZT: a single slot is opened for seed sowing or transplanting), minimum tillage (MT: ploughed by power tiller maintaining depth by depth control lever up to 68 cm), conventional tillage (CT: similar to MT up to 14Ð16 cm depth), and deep tillage (DT:",NA,10.1155/2014/437283,NA,24.38,90.14
LTE0202,"Dryland Research Station, Sardar Krushi Nagar, Gujarat",SA0010,1988,2005,NA,NA,: T1-no fertilizer (control); T2-100 per cent recommended dose of N (RDN) through chemical fertilizer (F); T3-50 per cent RDN (F); T4-50 per cent RDN through FYM; T5-50 per cent RDN (F) + 50 per cent RDN(FYM); T6-farmers method (5 Mg of FYM ha1 once in 3 years).,NA,10.1002/ldr.1158,NA,23.362,72.9292
LTE0203,ICAR-Vivekananda Experimental Farm,SA0013,1995,2014,NA,NA,"CK (No fertilizer), N (120 kg nitrogen ha_1); NPK (120-26Ð33 kg nitrogen-phosphorous-potassium ha_1); Manure (10 Mg FYM ha_1); MN (120 kg N ha_1 + 10 Mg FYM ha_1); MNPK (120-26-33 kg N-P-K ha_1 + 10 Mg FYM ha_1)",NA,10.1016/j.agee.2018.01.029,NA,29.5895,79.644
LTE0204,ICAR-Vivekananda Experimental Farm,SA0012,2001,2016,NA,NA,"ZT in the form of no disturbance of the soil and CT,{I1: pre-sowing (PS), I2: PS + active tillering (AT)/crown root initiation (CRI), I3: PS + AT/CRI + panicle initiation (PI)/flowering (FL), and I4: PS + AT/ CRI + PI/FL + grain filling (GF)",NA,10.1016/j.agwat.2020.106067,NA,29.5895,79.644
LTE0205,Bangabandhu Sheikh Mujibur Rahman Agricultural University,SA0007,1988,2014,NA,NA,"The factorial experiment included five different organic materials treatments (application of cow-dung (CD) @ 25 t/ha, compost @ 25 t/ha, green ipil-ipil leaves @ 7.5 t/ha, rice straw (RS) @ 1.5 t/ha, no manure application) and three nitrogen treatments (For rice 0, 75 and 100 kg N/ha and for wheat 0, 80 and 120 kg N/ha ).",NA,10.26832/24566632.2019.0402019,NA,24.037,90.396
LTE0207,"Regional Agricultural Research Station, Parwanipur, Nepal.",SA0009,1980,2000,NA,NA,12 fert treatments,NA,10.1007/s003740100377,NA,27.07,84.929
LTE0208,Pant University of Agriculture and Technology,SA0052,1976,2011,NA,NA,"T1 (50% NPK), T2 (100% NPK), T3 (150% NPK), T4 (100% NPK + hand weeding, HW), T5 (100% NPK + Zn), T6 (100% NP), T7 (100% N), T8 (100% NPK + farm yard manure, FYM), T9 (100% NPK(-S)) and T10 (unfertilized control)",NA,10.1080/03650340.2015.1125471,NA,29,79.5
LTE0253,Pant University of Agriculture and Technology,SA0024,1976,2011,NA,NA,"T1 (50% NPK), T2 (100% NPK), T3 (150% NPK), T4 (100% NPK + hand weeding, HW), T5 (100% NPK + Zn), T6 (100% NP), T7 (100% N), T8 (100% NPK + farm yard manure, FYM), T9 (100% NPK(-S)) and T10 (unfertilized control)",NA,10.1007/s40003-017-0282-6,NA,29,79.5
LTE0210,"Indian Institute of Soil Science, Bhopal",SA0019,2000,2007,NA,NA,"CT, oulabord tillage, reduced tillage, no tillage",NA,10.1007/s40003-014-0141-7,NA,23.3066,77.40703
LTE0210,"Indian Institute of Soil Science, Bhopal",SA0050,2000,2012,NA,NA,"conventional tillage (CT), mouldboard tillage (MB), reduced tillage (RT) and no tillage (NT)",NA,10.1007/s40003-016-0223-9,NA,23.3066,77.40703
LTE0211,Bangladesh Rice Research Institute,SA0014,1990,1999,NA,NA,6 fertilizers organic and inorganic,NA,10.1016/S0378-4290(03)00119-9,NA,23.9918,90.4073
LTE0212,"CRIJAF, Barrackpore, West Bengal",SA0016,1971,2013,NA,NA,"Seven different treatments [50% NPK, 100% NPK, 150% NPK, 100% NP, 100% N, 100% NPK+FYM and no fertilizer Control]",NA,https://www.researchgate.net/publication/262767174,NA,22.7598,88.4269
LTE0213,"OUAT, Bhubaneswar",SA0022,2005,2014,NA,NA,"control, 100% NPK, 150% NPK, 100% NPK + Zn, 100% NPK + FYM, 100% NPK + Zn + B and 100% NPK + Zn + S were selected.",NA,10.1080/00103624.2019.1614607,NA,20.264298,85.806349
LTE0213,"OUAT, Bhubaneswar",SA0023,2005,2014,NA,NA,"control, 100% NPK, 150% NPK, 100% NPK + Zn, 100% NPK + FYM, 100% NPK + Zn + B and 100% NPK + Zn + S were selected.",NA,10.1080/00103624.2021.1892723,NA,20.264298,85.806349
LTE0214,JNKVV-Experimental Farm,SA0025,1972,2015,NA,NA,"four treatments: (1) Control (N0% - No nutrient application), (2) 50% NPK (50% nitrogen, and 100% phosphorus and potassium recommended), (3) 100% NPK (recommended N, P & K), and (4) 100% NPK + farmyard manure @10 Mg ha_1",NA,10.1016/j.agsy.2020.102906,NA,23.2154,79.966
LTE0215,"Indian Council of Agricultural Research (ICAR) Research Complex for Eastern Region, Patna, bihar",SA0044,2009,2016,NA,NA,Scenario 1 (TPR-CTW) Scenario 2 (TPR/MTNPR+R-ZTW +R-CTMB+R) Scenario 3 (ZTDSR+R-ZTW+RZTC/ZTMB+R) Scenario 4c [NPTPR/ZTDSR+R-CT(P+M)/ ZTM+R-ZTC/ZTM+R],NA,10.1016/j.eja.2017.08.006,NA,NA,working
LTE0216,Dr. Pnjabrao Deshmukh Krishi Vidyapeeth Research Farm,SA0008,1988,2008,NA,NA,12 fert treatments,NA,https://www.researchgate.net/publication/301542342,NA,20.7,77.06667
LTE0217,ICAR-Experimental Farm,SA0032,2010,2020,NA,NA,CA1 = Zero-till direct-seeded rice (ZTDSR) - zero till wheat (ZTW); CA2 = ZTDSR+wheat residue (WR) - ZTW+rice residue (RR); CA3 = ZTDSR+WR+brown manuring (BM) - ZTW+RR; CA4 = ZTDSR Ð ZTW Ð ZT mungbean (ZTMB); CA5 = ZTDSR+ mungbean residue (MR) - ZTW+RR - ZTMB+WR; CT = Puddled transplanted rice (PTR) - conventional till wheat (CTW),NA,10.1016/j.eti.2022.102966,NA,28.6439,77.15222
LTE0218,Rajendra Agricultural University,SA0033,2006,2013,NA,NA,These consisted of conventional till puddled transplanted rice followed by conventional tilled wheat (CTRÐCTW); CTR followed by zero tilled wheat (CTRÐZTW); direct seeded rice followed by wheat both on permanent raised beds (PBDSRÐPBW); zero-till direct seeded rice followed by CTW (ZTDSRÐCTW); ZTDSR followed by ZTW without residues (ZTDSRÐZTW); ZTDSR followed by ZTW with residues (ZTDSRÐZTW + R) and unpuddled transplanted rice followed by ZTW (UpTPRÐZTW),NA,10.1016/j.fcr.2014.04.015,NA,25.979,85.68
LTE0219,"ICAR, Bhopal",SA0035,NA,NA,5 years,NA,"three wheat residue management practices (residue burning, incorporation, and surface retention) in combination with three supplementary nutrient inputs (SNI) [control, fertilizer, and farmyard manure (FYM)]",NA,10.1080/00103624.2016.1243703,NA,23.3374,76.8063
LTE0220,"University of Agricultural Sciences, Bangalore",SA0036,1992,2011,NA,NA,"T1: control [no fertilizer and no farmyard manure (FYM) applied], T2: FYM 10 t/ha, T3: FYM 10 t/ha + 50% of recommended NPK (50:50:25 kg/ha), T4: FYM 10 t/ha + 100% of recommended NPK and T5: 100% recommended NPK",NA,10.1111/sum.12277,NA,13.0784,77.5792
LTE0221,"Central Rice Research Institute, Cuttack-Experimental Farm",SA0037,1969,2010,NA,NA,"control (no fertilizer) and different combinations of chemical fertilizers and farm yard manure (FYM) viz. control, N, NP, NK, NPK, FYM, N+FYM, NP+FYM, NK+FYM and NPK+FYM.",NA,10.1111/sum.12050,NA,20.4167,85.9166
LTE0222,"RRSKA, Kandi",SA0038,2000,2006,NA,NA,"CT. Corventional tiltage+interculture; RTI, 507o conventional dllage+.interculture; RT II, 50% conventional tillage+interculture+chemical \\'eed control: S l, 10070 recommended dose of nito8en throngh compost; 52: 50% rccomsÛndÛd dose of nitroget through compost+50% recommerlded dose of nitrogen tkouglr inorganic source; S], 100% recommended dose of.niaogen ttrough inorgani"" ""oo."""";",NA,https://www.cabdirect.org/cabdirect/abstract/20093127153,NA,31.0998,76.3869
LTE0223,"Punjab Agricultural University (PAU), Ludhiana, Punjab, India",SA0039,1971,2007,NA,NA,"The nine fertilizer treatments included in the experiment were: 100% N (150 kg N ha_1), 100% NP (150 kg N ha_1, 32.70 kg P ha_1), 100% NPK (150 kg N, 32.70 kg P and 31.20 kg K ha_1), 50% NPK (75 kg N ha_1, 16.35 kg P ha_1, 15.6 kg K ha_1), 100% NPK + FYM (150 kg N, 32.7 kg P and 31.2 kg K ha_1, 10 Mg ha_1 FYM), 100% NPK + Zn, 150% NPK (225 kg N ha_1, 49.05 kg P ha_1 and 46.8 kg K ha_1), 100%NPK + W (Weeding was done only by herbicide use) and 100% NPK(-S).",NA,10.3390/agronomy5020220,NA,30.9042,75.8064
LTE0224,"Indian Institute of Farming Systems Research (IIFSR), Modipuram",SA0040,1998,2018,NA,NA,"farmyard manure (FYM) as an organic fertilizer (OF), mineral fertilizers applied alone (RDF) and their combination (IPNS), as well as the inclusion of forage berseem (IPNS+B) or forage cowpea (IPNS+C)",NA,10.3390/agronomy9010001,NA,29.0768,77.704873
LTE0225,"Banaras Hindu University farm (BHU), Varanasi",SA0041,1986,2007,NA,NA,"1. T1 = Control (no NÐPÐK fertilizers or organics) 2. T2 = 100% RDF (mineral) 3. T3 = 50% RDF (mineral) 4. T4 = 100% organic as sole FYM 5. T5 = 50% RDF+50% RDF(foliar) 6. T6 = 50% organic (FYM) + 50%RDF, and 7. T7 = FarmerÕs practice (20 kg N haÐ1 only)",NA,10.2136/sssaj2011.0184,NA,25.255,82.9848
LTE0256,"Agriculture Research Farm of Banaras Hindu University, Varanasi",SA0043,1985,2019,NA,NA,"i) T1: control (no external fertilizer application), ii) T2: 50%NPK (50%RDF (@ 40-20-15 kg/ha N:P:K), iii) T3: 100%NPK (100%RDF (@ 80-40-30 kg/ha N:P:K), iv) T4: 50%NPK + FYM (@ 40-20-15 kg/ ha N:P:K + 40kg/ha N through FYM), v) T5: 50%FYM (@40kg/ha N through FYM) and vi) T6: 100%FYM (@80 kg/ha N through FYM).",NA,10.3389/fsoil.2023.1155712,NA,25.3,83.05
LTE0226,"College of Agriculture, Chaudhary Sarwan Kumar Himachal Pradesh Agricultural University, Palampur, HP,",SA0042,1991,1996,NA,NA,T1 Ð Control (neither manure nor chemical fertilizer); T2 Ð100% NPK to both rice and wheat crops through chemical fertilizers; T3 Ð 50% NPK through chemical fertilizers + 50% N through FYM to rice followed by 100% NPK to wheat through chemical fertilizers; T4 Ð 75% NPK through chemical fertilizers + 25% N through FYM to rice followed by 75% NPK through chemical fertilizers to wheat; T5 Ð 50% NPK through chemical fertilizers + 50% N through wheat cut straw to rice followed by 100% NPK through chemical fertilizers to wheat; T6 Ð 75% NPK through chemical fertilizers + 25% N through wheat cut straw to rice followed by 75% NPK through chemical fertilizers to wheat; T7 Ð 50% NPK through chemical fertilizers + 50% N through green manure (Sesbania aculeata) to rice followed by 100% NPK through chemical fertilizers to wheat and T8 Ð 75% NPK through chemical fertilizers + 25% N through green manure (Sesbania aculeata) to rice followed by 75% NPK through chemical fertilizers to wheat.,NA,10.1017/S0014479713000173,NA,32.1,76.5466
LTE0227,Gunegal Research Farm,SA0045,1994,2004,NA,NA,biomass incorporation on the main plots and fertilizer treatments on sub-plots,NA,10.1111/j.1475-2743.2006.00068.x,NA,17.1,78.66667
LTE0228,"Indian Agricultural Research Institute, New Delhi",SA0046,2013,2019,NA,NA,Zero tillage flatbed ZTFB Residues of mustard ~0.40Ð0.45 m and maize ~0.20 m height from ground surface were retained 2 Permanent beds (37 cm bed and 30 cm furrow) PNB Residues of mustard ~0.40Ð0.45 m and maize ~0.20 m height from ground surface were retained 3 Conventional tillage CT Full residue removed 4 Farmers fertilizers practice FFP Maize:110:13:2.0 kg NPK haÐ1; Mustard: 80:17.5:0 kg NPK haÐ1 5 Recommended dose of fertilizers RDF Maize: 150:26.2:50 kg NPK haÐ1; Mustard: 80:17.5:33.3 kg NPK haÐ1 6 Nutrient expert assisted: site-specific nutrient management (six years mean) NE¨ Maize: 160:19.5:55 kg NPK haÐ1;Mustard: 80:17.5:33.3 kg NPK haÐ1,NA,10.1016/j.fcr.2020.108002,NA,28.6378,77.1604
LTE0258,"Indian Agricultural Research Institute, New Delhi",SA0047,2013,2019,NA,NA,"zero-till flatbed (ZTFB), permanent beds (PNB) and conventional tillage (CT) in main-plots, and three nutrient management practices; farmersÕ fertilizer practices (FFP), recommended fertilization (RDF), and nutrient expert assisted-site specific nutrient management (NE) in sub-plots.",NA,10.1038/s41598-021-89737-9,NA,28.6378,77.1604
LTE0229,Ludhiana-TGP,SA0048,1983,1997,NA,multiple sites,fertilizers 2 trreamtnes,NA,10.1016/S0378-4290(99)00066-0,NA,30.9353,75.8667
LTE0229,Pantnagar,SA0048,1983,1997,NA,multiple sites,fertilizers 2 trreamtnes,NA,10.1016/S0378-4290(99)00066-0,NA,29.0192,79.454
LTE0229,Kanpur-UGP,SA0048,1983,1997,NA,multiple sites,fertilizers 2 trreamtnes,NA,10.1016/S0378-4290(99)00066-0,NA,26.9667,80.56667
LTE0229,Faizabad,SA0048,1983,1997,NA,multiple sites,fertilizers 2 trreamtnes,NA,10.1016/S0378-4290(99)00066-0,NA,26.0667,82.13333
LTE0229,Kalyani-LGP,SA0048,1983,1997,NA,multiple sites,fertilizers 2 trreamtnes,NA,10.1016/S0378-4290(99)00066-0,NA,23.004,88.9997
LTE0229,Varanasi,SA0048,1983,1997,NA,multiple sites,fertilizers 2 trreamtnes,NA,10.1016/S0378-4290(99)00066-0,NA,25.3,83.05
LTE0229,Ludhiana-TGP,SA0054.1,1983,2008,NA,mulitple sites,"12 treatments which were laid out in a randomized design and replicated thrice. Of the 12 treatments, five selected for the present study were: (i) no NÐPÐK fertilizers or organics (control), (ii) 100% NÐPÐK in rice and wheat (NPK), (iii) 50% NÐPÐK + 50% N through FYM in rice, 100% NÐPÐK in wheat (NPK + FYM), (iv)) 50% NÐPÐK + 50% N through crop residue (paddy straw in Kalyani and wheat straw in rest three places) in rice, 100% NÐPÐK in wheat (NPK +CR), (v)) 50% NÐPÐK + 50% N through green manuring in rice, 100% NÐPÐK in wheat (NPK + GM).",NA,10.1016/j.fcr.2011.11.011,NA,30.9353,75.8667
